series,method,home,count,refr,rep,has_pressure,f1,timing_err_min,recall,delay_oracle,delay_obs,cost_min
pir_pressure,centralized,pir_pressure_19,2,5,0,True,0.2963309184388876,1.6416666666666666,0.5833333333333334,6.966666666666662,8.674999999999995,1.7083333333333333
pir_pressure,centralized,pir_pressure_20,2,5,60,True,0.2576505429417572,1.2166666666666666,0.5833333333333334,7.046666666666665,8.571666666666665,1.525
pir_pressure,centralized,pir_pressure_21,2,5,60,False,0.06974177885676451,1.0666666666666667,0.875,7.593333333333333,8.751666666666665,1.1583333333333332
pir_pressure,centralized,pir_pressure_22,2,5,60,True,0.36923076923076925,1.15,0.75,11.416666666666666,12.633333333333333,1.2166666666666666
pir_pressure,centralized,pir_pressure_23,2,5,60,True,0.23314166231050706,1.0666666666666667,0.5625,6.683333333333333,8.174999999999999,1.4916666666666667
pir_pressure,fedavg,pir_pressure_0,1,5,0,True,0.3355738113019667,0.9833333333333333,0.8125,6.853333333333333,7.853333333333333,1.0
pir_pressure,fedavg,pir_pressure_1,1,5,0,True,0.19805028219599793,1.0166666666666666,0.6458333333333334,5.566666666666666,6.625,1.0583333333333333
pir_pressure,fedavg,pir_pressure_2,1,5,0,True,0.2613751263902932,0.975,0.75,6.446666666666665,7.471666666666666,1.025
pir_pressure,fedavg,pir_pressure_3,1,5,0,True,0.30086993422448544,0.9916666666666667,0.7916666666666666,7.459999999999998,8.476666666666665,1.0166666666666666
pir_pressure,fedavg,pir_pressure_4,1,5,30,True,0.41219290263876246,0.7916666666666666,0.7083333333333334,7.79,8.673333333333334,0.8833333333333333
pir_pressure,fedavg,pir_pressure_5,1,5,30,True,0.2645827518838962,0.7833333333333333,0.6458333333333334,4.449999999999998,5.324999999999998,0.875
pir_pressure,fedavg,pir_pressure_6,1,5,30,True,0.29500978473581213,0.7,0.6458333333333334,8.839999999999998,9.69833333333333,0.8583333333333334
pir_pressure,fedavg,pir_pressure_7,1,5,30,True,0.27601111454152516,0.8,0.6041666666666666,4.503333333333332,5.453333333333332,0.95
pir_pressure,fedavg,pir_pressure_8,1,5,60,True,0.2976424361493124,0.45,0.6458333333333334,5.65,6.383333333333334,0.7333333333333334
pir_pressure,fedavg,pir_pressure_9,1,5,60,False,0.059581414329854844,0.225,1.0,5.169999999999998,5.394999999999998,0.225
pir_pressure,fedavg,pir_pressure_10,1,5,60,True,0.2847046945986875,0.6,0.7083333333333334,5.3133333333333335,6.0216666666666665,0.7083333333333333
pir_pressure,fedavg,pir_pressure_11,1,5,60,True,0.3419886003799873,0.4,0.7083333333333334,9.136666666666667,9.753333333333334,0.6166666666666667
pir_pressure,fedavg,pir_pressure_12,1,30,30,False,0.09758814682782822,0.5416666666666666,1.0,12.399999999999999,12.941666666666665,0.5416666666666667
pir_pressure,fedavg,pir_pressure_13,1,30,30,True,0.23821765209940016,0.775,0.5833333333333334,7.293333333333333,8.226666666666667,0.9333333333333333
pir_pressure,fedavg,pir_pressure_14,1,30,30,False,0.1132408992984588,0.475,1.0,12.989999999999995,13.464999999999995,0.475
pir_pressure,fedavg,pir_pressure_15,1,30,30,False,0.11096106234526219,0.5583333333333333,1.0,6.253333333333332,6.811666666666666,0.5583333333333333
pir_pressure,fedavg,pir_pressure_16,2,5,0,True,0.25107810253953045,0.9666666666666667,0.6875,5.803333333333333,6.811666666666666,1.0083333333333333
pir_pressure,fedavg,pir_pressure_17,2,5,0,True,0.2636315510852303,1.0,0.7291666666666666,6.119999999999999,7.169999999999999,1.05
pir_pressure,fedavg,pir_pressure_18,2,5,0,False,0.09896772079305259,0.7916666666666666,1.0,8.256666666666664,9.04833333333333,0.7916666666666667
pir_pressure,fedavg,pir_pressure_19,2,5,0,True,0.35912129894937916,1.0,0.7708333333333334,6.966666666666662,7.999999999999996,1.0333333333333334
pir_pressure,fedavg,pir_pressure_20,2,5,60,True,0.31922979478084623,0.5666666666666667,0.5833333333333334,7.046666666666665,7.971666666666665,0.925
pir_pressure,fedavg,pir_pressure_21,2,5,60,False,0.06857011810572182,0.275,1.0,7.593333333333333,7.868333333333333,0.275
pir_pressure,fedavg,pir_pressure_22,2,5,60,True,0.4299835255354201,0.48333333333333334,0.75,11.416666666666666,11.966666666666667,0.55
pir_pressure,fedavg,pir_pressure_23,2,5,60,True,0.2911223673687017,0.48333333333333334,0.5625,6.683333333333333,7.616666666666666,0.9333333333333333
pir_pressure,modality_group,pir_pressure_0,1,5,0,True,0.4304214739816341,0.1,0.9375,6.853333333333333,6.953333333333332,0.1
pir_pressure,modality_group,pir_pressure_1,1,5,0,True,0.14085485926097535,0.08333333333333333,0.8125,5.566666666666666,5.683333333333333,0.11666666666666667
pir_pressure,modality_group,pir_pressure_2,1,5,0,True,0.1992491284526683,0.1,0.875,6.446666666666665,6.571666666666665,0.125
pir_pressure,modality_group,pir_pressure_3,1,5,0,True,0.4234449760765551,0.325,0.9166666666666666,7.459999999999998,7.793333333333331,0.3333333333333333
pir_pressure,modality_group,pir_pressure_4,1,5,30,True,0.481447963800905,,0.0,7.79,120.0,112.21
pir_pressure,modality_group,pir_pressure_5,1,5,30,True,0.2439609388384444,0.06666666666666667,0.9583333333333334,4.449999999999998,4.516666666666665,0.06666666666666667
pir_pressure,modality_group,pir_pressure_6,1,5,30,True,0.4169324441867208,0.2,0.7916666666666666,8.839999999999998,9.07333333333333,0.23333333333333334
pir_pressure,modality_group,pir_pressure_7,1,5,30,True,0.25076342733968027,0.08333333333333333,0.9375,4.503333333333332,4.586666666666665,0.08333333333333333
pir_pressure,modality_group,pir_pressure_8,1,5,60,True,0.346447209955841,0.08333333333333333,0.9791666666666666,5.65,5.733333333333333,0.08333333333333333
